0.0732,0.0000,0.0000,0.5610,0.0000,0.0488,0.1463,0.0000,0.0000,0.0000,0.0244,0.0732,0.0732,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0465,0.0233,0.1395,0.3721,0.0465,0.1395,0.0698,0.0000,0.0465,0.0000,0.0233,0.0465,0.0233,0.0000,0.0233,0.0000
0.0000,0.0426,0.0638,0.0000,0.4468,0.2553,0.0638,0.0426,0.0426,0.0000,0.0213,0.0000,0.0000,0.0000,0.0000,0.0000
0.3226,0.0000,0.0000,0.1290,0.0000,0.0000,0.0000,0.0323,0.1290,0.3871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8958,0.0208,0.0000,0.0000,0.0000,0.0208,0.0000,0.0000,0.0208,0.0208,0.0000,0.0208,0.0000,0.0000,0.0000,0.0000
0.6857,0.0286,0.0000,0.0000,0.0000,0.0000,0.0286,0.0571,0.0571,0.0000,0.0286,0.1143,0.0000,0.0000,0.0000,0.0000
0.0667,0.2667,0.1000,0.0000,0.0000,0.0000,0.0000,0.0333,0.0000,0.0000,0.0333,0.0000,0.0000,0.4667,0.0333,0.0000
0.0000,0.0000,0.0000,0.0444,0.3333,0.3556,0.0667,0.0000,0.0889,0.0000,0.0222,0.0889,0.0000,0.0000,0.0000,0.0000
0.7447,0.1489,0.0213,0.0213,0.0000,0.0000,0.0000,0.0213,0.0000,0.0426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1364,0.5682,0.0682,0.0455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227,0.1364,0.0000,0.0000,0.0000,0.0000,0.0000
0.6000,0.1000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0200,0.0400,0.0000,0.1200,0.0200,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0556,0.0000,0.0000,0.0000,0.8333,0.0000,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0476,0.1667,0.4524,0.0238,0.1429,0.0476,0.0000,0.0952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0588,0.0000,0.0588,0.0000,0.0000,0.0000,0.0000
0.5556,0.1556,0.0000,0.0000,0.0000,0.0444,0.0000,0.0222,0.0222,0.0000,0.0000,0.1778,0.0222,0.0000,0.0000,0.0000
0.0000,0.0488,0.2439,0.0976,0.0000,0.1463,0.0000,0.2439,0.0976,0.0000,0.0244,0.0000,0.0732,0.0000,0.0000,0.0244
0.0000,0.1379,0.2069,0.0000,0.0345,0.0345,0.3793,0.0000,0.0000,0.0000,0.0690,0.0345,0.0690,0.0000,0.0000,0.0000
0.9362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,0.0426,0.0000,0.0000,0.0000,0.0000
0.0000,0.7027,0.2973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.2045,0.4318,0.1364,0.0909,0.0000,0.0455,0.0227,0.0000,0.0227,0.0000,0.0000,0.0000,0.0000,0.0000
