0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0833,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1136,0.2121,0.1894,0.1061,0.0076,0.0985,0.0227,0.0152,0.0152,0.0000,0.1288,0.0227,0.0152,0.0152,0.0152,0.0076
0.0000,0.5000,0.0833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.3333,0.0000,0.0000
0.0000,0.0417,0.0833,0.2083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8889,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0526,0.9474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.2000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0385,0.8846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0769,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.1250,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6250,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.8000,0.0000,0.0000,0.0000,0.0000,0.0000
