0.0405,0.2555,0.0935,0.0623,0.0966,0.0561,0.0717,0.0997,0.0218,0.0312,0.0405,0.0530
0.0000,0.0000,0.0588,0.4314,0.1569,0.0392,0.0196,0.1569,0.0196,0.0588,0.0000,0.0000
0.0000,0.2647,0.0000,0.2353,0.0294,0.0588,0.0882,0.0294,0.0294,0.1765,0.0000,0.0000
0.0164,0.0164,0.1393,0.1639,0.0410,0.0656,0.0738,0.0902,0.0492,0.1230,0.0574,0.0246
0.0256,0.0513,0.0513,0.2564,0.0513,0.0256,0.0256,0.1282,0.2564,0.0000,0.0256,0.0256
0.0000,0.0000,0.3333,0.0000,0.0000,0.0667,0.4667,0.0000,0.0000,0.0667,0.0000,0.0000
0.0380,0.2091,0.0951,0.0989,0.0418,0.0532,0.1179,0.0570,0.0760,0.0418,0.0380,0.0494
0.0258,0.0194,0.1871,0.0903,0.1161,0.1226,0.0968,0.0968,0.0194,0.0258,0.0387,0.0774
0.0806,0.1469,0.1327,0.0474,0.0237,0.0995,0.1754,0.0569,0.0379,0.0379,0.0616,0.0237
0.0169,0.0508,0.2203,0.0508,0.0169,0.1356,0.2712,0.0169,0.0339,0.0339,0.0339,0.0339
0.0299,0.0659,0.0958,0.1557,0.0719,0.0359,0.0599,0.1018,0.0599,0.0898,0.0778,0.0240
0.0345,0.0560,0.1293,0.1078,0.0388,0.0862,0.0905,0.0690,0.0560,0.0690,0.1293,0.0345
0.0426,0.1383,0.1489,0.0213,0.0106,0.1383,0.2660,0.0106,0.0532,0.0745,0.0319,0.0106
0.0376,0.1053,0.1429,0.0075,0.0526,0.2331,0.2707,0.0226,0.0150,0.0301,0.0301,0.0226
0.0532,0.3457,0.0745,0.0745,0.0957,0.0319,0.0691,0.1330,0.0160,0.0106,0.0372,0.0160
0.0625,0.0000,0.1250,0.1250,0.0000,0.3750,0.3125,0.0000,0.0000,0.0000,0.0000,0.0000
0.0244,0.0000,0.0732,0.2927,0.0244,0.0244,0.0000,0.0244,0.1707,0.2439,0.0488,0.0244
0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,0.3333,0.0000,0.3333,0.0000,0.0000,0.0000
0.0400,0.0600,0.0800,0.0200,0.0000,0.1800,0.5400,0.0000,0.0200,0.0000,0.0000,0.0000
0.0000,0.0750,0.1000,0.0000,0.0250,0.2250,0.4500,0.0500,0.0000,0.0250,0.0000,0.0250
0.0000,0.2000,0.0000,0.1333,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1333
0.0345,0.0431,0.1164,0.1638,0.0905,0.0603,0.0431,0.1466,0.0388,0.0560,0.0690,0.0216
0.0068,0.0205,0.2808,0.0548,0.0205,0.0959,0.0890,0.0137,0.0616,0.0753,0.1233,0.0342
0.0222,0.1556,0.0333,0.1889,0.0667,0.0444,0.1333,0.0444,0.0667,0.0667,0.0111,0.0778
0.0260,0.3312,0.0584,0.0714,0.0649,0.0909,0.0974,0.0584,0.0455,0.0260,0.0260,0.0390
0.0000,0.0000,0.1667,0.1000,0.1000,0.1667,0.0333,0.0667,0.1000,0.1667,0.0667,0.0000
0.0000,0.0000,0.1364,0.5000,0.0000,0.0000,0.0000,0.1364,0.0000,0.0455,0.0455,0.0455
0.0050,0.0450,0.1450,0.1050,0.1300,0.0650,0.0300,0.1900,0.0300,0.0450,0.0300,0.0600
0.0000,0.0000,0.0000,0.4500,0.3500,0.0000,0.0000,0.0500,0.0500,0.0000,0.0500,0.0000
0.0000,0.0000,0.5000,0.0333,0.0333,0.3000,0.0000,0.0000,0.0333,0.0000,0.0667,0.0000
0.0108,0.0753,0.1505,0.1935,0.0538,0.0215,0.0000,0.2043,0.0430,0.0645,0.0538,0.0323
0.0000,0.0000,0.2642,0.0000,0.0000,0.0755,0.1887,0.0000,0.0755,0.1321,0.1321,0.0377
0.0200,0.0200,0.0800,0.4200,0.0600,0.0000,0.1000,0.0200,0.0400,0.1600,0.0200,0.0000
0.0000,0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.4333,0.3000,0.0000,0.0333,0.1000,0.0333,0.0333,0.0000,0.0000
0.0000,0.0526,0.1316,0.1842,0.0526,0.1316,0.0789,0.0526,0.0526,0.1053,0.0789,0.0263
0.0000,0.0526,0.0526,0.2105,0.4211,0.1053,0.0000,0.0526,0.0526,0.0000,0.0000,0.0000
0.0000,0.0769,0.0000,0.3846,0.1538,0.0000,0.0000,0.0769,0.0769,0.0769,0.0769,0.0000
0.0000,0.0521,0.0729,0.1667,0.0625,0.0625,0.1042,0.0208,0.0521,0.1667,0.0417,0.0521
0.0000,0.0000,0.1000,0.3000,0.2000,0.0000,0.1000,0.3000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.1842,0.1842,0.0526,0.1579,0.0789,0.1316,0.1579,0.0000,0.0000,0.0000
0.0345,0.0172,0.1897,0.0000,0.0000,0.3621,0.1034,0.0345,0.0690,0.0345,0.0862,0.0172
0.0000,0.0000,0.3750,0.1250,0.0000,0.1250,0.0625,0.0000,0.0000,0.0625,0.1250,0.0000
0.0000,0.0127,0.1899,0.1013,0.0759,0.1392,0.0886,0.0253,0.0759,0.1139,0.0633,0.0000
0.0104,0.0104,0.2188,0.0417,0.0625,0.1146,0.0938,0.1042,0.0312,0.0521,0.0938,0.0312
0.0000,0.0303,0.0606,0.3333,0.1818,0.1212,0.0000,0.1212,0.0303,0.0303,0.0000,0.0303
0.0579,0.1836,0.1277,0.0758,0.0619,0.0619,0.0719,0.0958,0.0359,0.0339,0.0459,0.0419
